/* DATA DESCRIPTION:
Citation:	Nicolaus, Marcel; Anhaus, Philipp; Hoppmann, Mario; Tao, Ran; Katlein, Christian (2024): Transmittance through sea ice from radiation station 2020R11 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.948827, 
	In: Nicolaus, M et al. (2024): Spectral radiation fluxes, albedo and transmittance from autonomous measurement from Radiation Station 2020R11, deployed during MOSAiC 2019/20 [dataset bundled publication]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.948828
Abstract:	Solar radiation over and under sea ice was measured by radiation station 2020R11, an autonomous platform, installed on drifting Second-Year-Ice (SYI) in the Arctic Ocean during MOSAiC (Leg 2) 2019/20. The resulting time series describes radiation measurements as a function of place and time between 26 March 2020 and 01 August 2020 in sample intervals of 3 hours. The radiation measurements have been performed with spectral radiometers. All data are given in full spectral resolution interpolated to 1.0 nm, and integrated over the entire wavelength range (broadband, total: 320 to 950 nm). Two sensors, solar irradiance and upward reflected solar irradiance, were mounted on a on a platform about 1 m above the sea ice surface. The third sensor was mounted 0.5 m underneath the sea ice measuring the downward transmitted irradiance. Along with the radiation measurements, this autonomous platform consisted of a lightchain, which measured counts of red, green and blue light at 49 positions at hourly intervals. In addition, the evolution of snow height is measured at hourly intervals. All times are given in UTC.
Keyword(s):	autonomous platform; buoy; drift; lightchain; snow depth; solar radiation
Further details:	Buoy Deployment Report 2020R11. https://download.pangaea.de/reference/115456/attachments/2020R11_deployment.pdf
Project(s):	Current sea ice maps for Arctic and Antarctic (meereisportal.de) (URI: https://www.meereisportal.de/en/)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://mosaic-expedition.org/)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: https://www.awi.de/), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 84.297156 * MEDIAN LONGITUDE: 15.216410 * SOUTH-BOUND LATITUDE: 83.694000 * WEST-BOUND LONGITUDE: 12.844700 * NORTH-BOUND LATITUDE: 85.839000 * EAST-BOUND LONGITUDE: 18.317800
	DATE/TIME START: 2020-03-27T09:03:50 * DATE/TIME END: 2020-08-01T09:02:02
	MINIMUM ELEVATION: -2586.3 m * MAXIMUM ELEVATION: -2586.3 m
Event(s):	PS122/3_28-55 (2020R11) * LATITUDE START: 85.982218 * LONGITUDE START: 13.088808 * LATITUDE END: 78.802415 * LONGITUDE END: -2.393845 * DATE/TIME START: 2020-03-26T14:55:00 * DATE/TIME END: 2020-08-01T10:00:00 * O2A Registry URI: https://registry.o2a-data.de/items/4335 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/3 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Radiation Station (RAD_S)
	PS122/4_43-158 (2020R11) * LATITUDE: 78.802415 * LONGITUDE: -2.393845 * DATE/TIME: 2020-08-01T10:00:00 * ELEVATION: -2586.3 m * O2A Registry URI: https://registry.o2a-data.de/items/4335 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/4 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Radiation Station (RAD_S) * COMMENT: recovery
Comment:	The data set has been processed and contains quality flags for different kinds for erroneous data. Flag values are the sum of individual error codes. The value of 0 refers to no error. Quality flag, position: The geographic position is flagged +1 if the drift velocity, as derived from the GPS longitude and latitude, exceeds a threshold of 10 deg latitude or 50 deg longitude per time step; +2 if the position exceeds extreme values, such as longitude > 360 deg; +4 if the position is exactly 0.0. Quality flag, sun: If the suns position is close to the horizon, the radiometers measure a very noisy signal. Radiometer measurements and variables which are computed from them are flagged +1 if the sun elevation is below 10 degrees; +2 if the broad band albedo exceeds the threshold 1.05 .
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	LATITUDE (Latitude) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
	Quality flag, sun elevation (QF sun) * PI: Nicolaus, Marcel (https://orcid.org/0000-0003-0903-1746, marcel.nicolaus@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/marcel-nicolaus.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 2 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_2)
Size:	2875 data points
*/
Date/Time	Latitude	Longitude	QF sun
2020-04-13T07:02:09	84.769	13.4275	0
2020-04-13T08:02:17	84.769	13.4275	0
2020-04-13T09:02:09	84.765	13.3721	0
2020-04-13T10:02:12	84.765	13.3721	0
2020-04-13T11:04:48	84.765	13.3721	0
2020-04-13T12:02:10	84.761	13.3140	0
2020-04-13T13:02:36	84.761	13.3140	0
2020-04-13T14:02:15	84.761	13.3140	0
2020-04-13T15:02:49	84.756	13.2579	0
2020-04-13T16:02:09	84.756	13.2579	0
2020-04-13T17:02:24	84.756	13.2579	1
2020-04-13T18:02:45	84.752	13.2033	1
2020-04-13T19:04:04	84.752	13.2033	1
2020-04-13T20:02:09	84.752	13.2033	1
2020-04-13T21:02:09	84.747	13.1573	1
2020-04-13T22:02:39	84.747	13.1573	1
2020-04-13T23:02:09	84.747	13.1573	1
2020-04-14T00:02:17	84.743	13.1182	1
2020-04-14T01:04:00	84.743	13.1182	1
2020-04-14T02:02:10	84.743	13.1182	1
2020-04-14T03:02:27	84.737	13.0842	1
2020-04-14T04:02:45	84.737	13.0842	1
2020-04-14T05:02:10	84.737	13.0842	1
2020-04-14T06:02:12	84.732	13.0562	0
2020-04-14T07:02:23	84.732	13.0562	0
2020-04-14T08:02:45	84.732	13.0562	0
2020-04-14T09:02:34	84.726	13.0316	0
2020-04-14T10:02:34	84.726	13.0316	0
2020-04-14T11:02:10	84.726	13.0316	0
2020-04-14T12:02:16	84.720	13.0126	0
2020-04-14T13:02:09	84.720	13.0126	0
2020-04-14T14:02:33	84.720	13.0126	0
2020-04-14T15:02:10	84.713	12.9977	0
2020-04-14T16:02:10	84.713	12.9977	0
2020-04-14T17:02:14	84.713	12.9977	1
2020-04-14T18:02:16	84.707	12.9847	1
2020-04-14T19:02:22	84.707	12.9847	1
2020-04-14T20:02:45	84.707	12.9847	1
2020-04-14T20:43:56	84.701	12.9683	1
2020-04-14T21:20:46	84.701	12.9683	1
2020-04-14T22:02:09	84.701	12.9683	1
2020-04-14T23:02:09	84.694	12.9498	1
2020-04-15T00:02:10	84.694	12.9498	1
2020-04-15T01:04:06	84.694	12.9498	1
2020-04-15T02:02:10	84.676	12.8803	1
2020-04-15T03:02:09	84.676	12.8803	1
2020-04-15T04:02:09	84.676	12.8803	1
2020-04-15T05:02:10	84.676	12.8803	1
2020-04-15T06:02:10	84.671	12.8653	0
2020-04-15T07:02:09	84.671	12.8653	0
2020-04-15T08:02:10	84.671	12.8653	0
2020-04-15T09:02:09	84.666	12.8524	0
2020-04-15T10:02:10	84.666	12.8524	0
2020-04-15T11:02:10	84.666	12.8524	0
2020-04-15T12:02:10	84.660	12.8454	0
2020-04-15T13:02:10	84.660	12.8454	0
2020-04-15T14:02:10	84.660	12.8454	0
2020-04-15T15:02:09	84.655	12.8447	0
2020-04-15T16:02:09	84.655	12.8447	0
2020-04-15T17:02:09	84.655	12.8447	0
2020-04-15T18:02:09	84.651	12.8473	1
2020-04-15T19:02:09	84.651	12.8473	1
2020-04-15T20:02:09	84.651	12.8473	1
2020-04-15T21:02:10	84.646	12.8527	1
2020-04-15T22:02:09	84.646	12.8527	1
2020-04-15T23:02:09	84.646	12.8527	1
2020-04-16T00:02:15	84.641	12.8606	1
2020-04-16T01:02:10	84.641	12.8606	1
2020-04-16T02:02:10	84.641	12.8606	1
2020-04-16T03:02:15	84.635	12.8705	1
2020-04-16T04:02:10	84.635	12.8705	1
2020-04-16T05:02:09	84.635	12.8705	0
2020-04-16T06:02:10	84.630	12.8814	0
2020-04-16T07:02:10	84.630	12.8814	0
2020-04-16T08:02:10	84.630	12.8814	0
2020-04-16T09:02:39	84.626	12.8945	0
2020-04-16T10:02:09	84.626	12.8945	0
2020-04-16T11:02:09	84.626	12.8945	0
2020-04-16T12:02:09	84.620	12.9074	0
2020-04-16T13:02:09	84.620	12.9074	0
2020-04-16T14:02:10	84.620	12.9074	0
2020-04-16T15:02:16	84.615	12.9187	0
2020-04-16T16:02:15	84.615	12.9187	0
2020-04-16T17:02:10	84.615	12.9187	0
2020-04-16T18:02:09	84.610	12.9279	1
2020-04-16T19:03:39	84.610	12.9279	1
2020-04-16T20:02:09	84.610	12.9279	1
2020-04-16T21:02:09	84.605	12.9395	1
2020-04-16T22:02:09	84.605	12.9395	1
2020-04-16T23:02:11	84.600	12.9534	1
2020-04-17T00:02:15	84.600	12.9534	1
2020-04-17T01:02:09	84.600	12.9534	1
2020-04-17T02:02:10	84.595	12.9708	1
2020-04-17T03:02:14	84.595	12.9708	1
2020-04-17T04:02:32	84.595	12.9708	1
2020-04-17T05:02:10	84.591	12.9870	0
2020-04-17T06:02:10	84.591	12.9870	0
2020-04-17T07:02:38	84.591	12.9870	0
2020-04-17T08:02:10	84.588	13.0048	0
2020-04-17T09:02:09	84.588	13.0048	0
2020-04-17T10:02:15	84.588	13.0048	0
2020-04-17T11:02:45	84.584	13.0235	0
2020-04-17T12:02:09	84.584	13.0235	0
2020-04-17T13:02:35	84.584	13.0235	0
2020-04-17T14:02:39	84.581	13.0400	0
2020-04-17T15:02:10	84.581	13.0400	0
2020-04-17T16:02:09	84.581	13.0400	0
2020-04-17T17:02:10	84.578	13.0564	0
2020-04-17T18:02:11	84.578	13.0564	1
2020-04-17T19:02:39	84.578	13.0564	1
2020-04-17T20:02:09	84.575	13.0739	1
2020-04-17T21:02:10	84.575	13.0739	1
2020-04-17T22:02:33	84.575	13.0739	1
2020-04-17T23:02:09	84.572	13.0950	1
2020-04-18T00:02:10	84.572	13.0950	1
2020-04-18T01:02:09	84.572	13.0950	1
2020-04-18T02:02:15	84.570	13.1198	1
2020-04-18T03:02:17	84.570	13.1198	1
2020-04-18T04:02:14	84.570	13.1198	1
2020-04-18T05:02:09	84.568	13.1457	0
2020-04-18T06:02:14	84.568	13.1457	0
2020-04-18T07:02:18	84.568	13.1457	0
2020-04-18T08:02:11	84.563	13.2491	0
2020-04-18T09:02:15	84.563	13.2491	0
2020-04-18T10:02:10	84.563	13.2491	0
2020-04-18T11:02:10	84.561	13.2884	0
2020-04-18T12:02:09	84.561	13.2884	0
2020-04-18T13:02:09	84.561	13.2884	0
2020-04-18T14:02:09	84.559	13.3808	0
2020-04-18T15:02:10	84.559	13.3808	0
2020-04-18T16:02:14	84.559	13.3808	0
2020-04-18T17:02:10	84.558	13.4265	0
2020-04-18T18:02:09	84.558	13.4265	1
2020-04-18T19:02:09	84.558	13.4265	1
2020-04-18T20:02:15	84.557	13.4770	1
2020-04-18T21:02:09	84.557	13.4770	1
2020-04-18T22:02:09	84.557	13.4770	1
2020-04-18T23:02:40	84.556	13.5267	1
2020-04-19T00:02:10	84.556	13.5267	1
2020-04-19T01:02:10	84.556	13.5267	1
2020-04-19T02:02:09	84.554	13.5768	1
2020-04-19T03:02:09	84.554	13.5768	1
2020-04-19T04:02:15	84.554	13.5768	1
2020-04-19T05:02:15	84.553	13.6225	0
2020-04-19T06:02:10	84.553	13.6225	0
2020-04-19T07:02:09	84.553	13.6225	0
2020-04-19T08:02:09	84.551	13.6656	0
2020-04-19T09:02:10	84.551	13.6656	0
2020-04-19T10:02:09	84.551	13.6656	0
2020-04-19T11:02:10	84.549	13.7047	0
2020-04-19T12:02:10	84.549	13.7047	0
2020-04-19T13:03:34	84.549	13.7047	0
2020-04-19T14:02:10	84.547	13.7411	0
2020-04-19T15:02:23	84.547	13.7411	0
2020-04-19T16:02:33	84.547	13.7411	0
2020-04-19T17:02:12	84.544	13.7779	0
2020-04-19T18:02:15	84.544	13.7779	0
2020-04-19T19:02:10	84.544	13.7779	1
2020-04-19T20:02:10	84.542	13.8154	1
2020-04-19T21:02:09	84.542	13.8154	1
2020-04-19T22:02:09	84.542	13.8154	1
2020-04-19T23:02:15	84.540	13.8531	1
2020-04-20T00:02:10	84.540	13.8531	1
2020-04-20T01:02:09	84.540	13.8531	1
2020-04-20T02:02:09	84.538	13.8929	3
2020-04-20T03:02:10	84.538	13.8929	3
2020-04-20T04:02:10	84.538	13.8929	2
2020-04-20T05:02:10	84.536	13.9333	2
2020-04-20T06:02:15	84.536	13.9333	0
2020-04-20T07:02:10	84.536	13.9333	0
2020-04-20T08:02:11	84.533	13.9734	0
2020-04-20T09:02:10	84.533	13.9734	0
2020-04-20T10:02:15	84.533	13.9734	0
2020-04-20T12:02:09	84.531	14.0088	0
2020-04-20T13:02:44	84.531	14.0088	0
2020-04-20T15:03:10	84.531	14.0088	0
2020-04-20T16:02:10	84.529	14.0399	0
2020-04-20T17:02:24	84.529	14.0399	0
2020-04-20T18:02:36	84.529	14.0399	0
2020-04-20T19:02:10	84.527	14.0671	1
2020-04-20T20:02:09	84.527	14.0671	1
2020-04-20T21:02:15	84.527	14.0671	1
2020-04-20T22:02:11	84.525	14.0907	1
2020-04-20T23:02:09	84.525	14.0907	1
2020-04-21T00:02:15	84.525	14.0907	1
2020-04-21T01:02:14	84.523	14.1141	1
2020-04-21T02:02:11	84.523	14.1141	1
2020-04-21T03:02:29	84.523	14.1141	1
2020-04-21T04:02:45	84.523	14.1141	0
2020-04-21T05:02:17	84.522	14.1395	0
2020-04-21T06:02:12	84.522	14.1395	0
2020-04-21T09:03:06	84.522	14.1395	0
2020-04-21T10:02:10	84.520	14.1688	0
2020-04-21T11:02:18	84.520	14.1688	0
2020-04-21T12:02:37	84.520	14.1688	0
2020-04-21T15:04:30	84.518	14.2003	0
2020-04-21T16:02:13	84.518	14.2003	0
2020-04-21T17:02:10	84.518	14.2003	0
2020-04-21T18:02:10	84.516	14.2335	0
2020-04-21T19:02:09	84.516	14.2335	1
2020-04-21T20:02:14	84.516	14.2335	1
2020-04-21T21:02:15	84.514	14.2656	1
2020-04-21T22:02:12	84.514	14.2656	1
2020-04-21T23:02:16	84.514	14.2656	1
2020-04-22T00:02:39	84.513	14.2964	1
2020-04-22T01:02:28	84.513	14.2964	1
2020-04-22T02:02:23	84.513	14.2964	1
2020-04-22T03:02:09	84.511	14.3253	1
2020-04-22T04:02:12	84.511	14.3253	0
2020-04-22T05:02:10	84.511	14.3253	0
2020-04-22T06:02:09	84.509	14.3513	0
2020-04-22T07:02:32	84.509	14.3513	0
2020-04-22T08:02:29	84.509	14.3513	0
2020-04-22T09:02:09	84.507	14.3724	0
2020-04-22T10:02:15	84.507	14.3724	0
2020-04-22T11:02:45	84.507	14.3724	0
2020-04-22T12:02:10	84.505	14.3869	0
2020-04-22T13:02:09	84.505	14.3869	0
2020-04-22T14:02:10	84.505	14.3869	0
2020-04-22T15:02:37	84.503	14.3972	0
2020-04-22T16:02:09	84.503	14.3972	0
2020-04-22T17:02:09	84.503	14.3972	0
2020-04-22T18:02:11	84.501	14.4046	0
2020-04-22T19:02:11	84.501	14.4046	1
2020-04-22T20:02:34	84.501	14.4046	1
2020-04-22T21:02:45	84.498	14.4084	3
2020-04-22T22:02:15	84.498	14.4084	1
2020-04-22T23:02:24	84.498	14.4084	1
2020-04-23T00:02:29	84.496	14.4114	1
2020-04-23T01:02:09	84.496	14.4114	1
2020-04-23T02:02:10	84.496	14.4114	1
2020-04-23T03:02:23	84.494	14.4146	1
2020-04-23T04:02:45	84.494	14.4146	0
2020-04-23T05:02:28	84.494	14.4146	0
2020-04-23T06:02:29	84.492	14.4202	0
2020-04-23T07:02:40	84.492	14.4202	0
2020-04-23T08:02:15	84.492	14.4202	0
2020-04-23T09:02:15	84.490	14.4308	0
2020-04-23T10:02:12	84.490	14.4308	0
2020-04-23T11:02:16	84.490	14.4308	0
2020-04-23T12:02:38	84.488	14.4429	0
2020-04-23T13:02:10	84.488	14.4429	0
2020-04-23T14:02:33	84.488	14.4429	0
2020-04-23T15:02:35	84.487	14.4556	0
2020-04-23T16:02:45	84.487	14.4556	0
2020-04-23T17:02:23	84.487	14.4556	0
2020-04-23T18:02:23	84.487	14.4680	0
2020-04-23T21:03:57	84.487	14.4680	3
2020-04-23T22:02:10	84.487	14.4680	1
2020-04-24T00:04:16	84.486	14.4799	1
2020-04-24T01:02:09	84.486	14.4799	1
2020-04-24T02:02:09	84.486	14.4799	1
2020-04-24T05:03:44	84.486	14.4810	0
2020-04-24T06:02:09	84.486	14.4810	0
2020-04-24T07:02:37	84.486	14.4810	0
2020-04-24T08:02:09	84.486	14.4871	0
2020-04-24T09:02:15	84.486	14.4871	0
2020-04-24T10:02:11	84.486	14.4871	0
2020-04-24T11:02:17	84.485	14.4889	0
2020-04-24T12:02:17	84.485	14.4889	0
2020-04-24T13:02:15	84.485	14.4889	0
2020-04-24T14:02:12	84.484	14.4886	0
2020-04-24T15:02:21	84.484	14.4886	0
2020-04-24T16:02:45	84.484	14.4886	0
2020-04-24T17:02:11	84.483	14.4871	0
2020-04-24T18:02:11	84.483	14.4871	0
2020-04-24T19:02:15	84.483	14.4871	0
2020-04-24T20:02:38	84.482	14.4868	1
2020-04-24T21:02:24	84.482	14.4868	3
2020-04-24T22:02:23	84.482	14.4868	1
2020-04-24T23:02:30	84.481	14.4879	1
2020-04-25T00:02:44	84.481	14.4879	1
2020-04-25T01:02:36	84.481	14.4879	1
2020-04-25T02:02:10	84.480	14.4902	1
2020-04-25T03:02:44	84.480	14.4902	0
2020-04-25T04:02:10	84.480	14.4902	0
2020-04-25T05:02:09	84.479	14.4937	0
2020-04-25T06:02:11	84.479	14.4937	0
2020-04-25T07:02:14	84.479	14.4937	0
2020-04-25T08:02:38	84.478	14.4973	0
2020-04-25T11:03:06	84.478	14.4973	0
2020-04-25T12:02:10	84.478	14.4973	0
2020-04-25T13:02:45	84.478	14.5010	0
2020-04-25T14:02:09	84.478	14.5010	0
2020-04-25T15:02:23	84.478	14.5010	0
2020-04-25T16:02:46	84.477	14.5031	0
2020-04-25T17:02:23	84.477	14.5031	0
2020-04-25T18:02:21	84.477	14.5031	0
2020-04-25T19:03:51	84.477	14.5041	0
2020-04-25T20:02:09	84.477	14.5041	1
2020-04-25T21:02:23	84.477	14.5041	3
2020-04-25T22:02:45	84.477	14.5041	1
2020-04-25T23:02:14	84.477	14.5041	1
2020-04-26T00:02:09	84.477	14.5041	1
2020-04-26T01:03:05	84.476	14.5038	1
2020-04-26T02:02:09	84.476	14.5038	1
2020-04-26T03:02:10	84.476	14.5038	0
2020-04-26T04:02:13	84.475	14.5013	0
2020-04-26T05:02:15	84.475	14.5013	0
2020-04-26T06:02:17	84.475	14.5013	0
2020-04-26T07:02:29	84.474	14.4975	0
2020-04-26T08:02:32	84.474	14.4975	0
2020-04-26T09:02:45	84.474	14.4975	0
2020-04-26T10:02:10	84.472	14.4943	0
2020-04-26T11:02:17	84.472	14.4943	0
2020-04-26T12:02:33	84.472	14.4943	0
2020-04-26T13:02:10	84.471	14.4930	0
2020-04-26T14:02:15	84.471	14.4930	0
2020-04-26T15:02:29	84.471	14.4930	0
2020-04-26T16:02:34	84.470	14.4953	0
2020-04-26T17:02:33	84.470	14.4953	0
2020-04-26T18:02:29	84.470	14.4953	0
2020-04-26T19:02:10	84.468	14.5007	0
2020-04-26T20:02:10	84.468	14.5007	1
2020-04-26T21:02:13	84.468	14.5007	1
2020-04-26T22:02:09	84.467	14.5084	1
2020-04-26T23:02:23	84.467	14.5084	1
2020-04-27T00:02:45	84.467	14.5084	1
2020-04-27T01:02:10	84.466	14.5173	1
2020-04-27T02:02:11	84.466	14.5173	0
2020-04-27T03:02:34	84.466	14.5173	0
2020-04-27T04:02:35	84.466	14.5283	0
2020-04-27T05:02:27	84.466	14.5283	0
2020-04-27T06:02:28	84.466	14.5283	0
2020-04-27T09:03:05	84.465	14.5402	0
2020-04-27T10:02:09	84.465	14.5402	0
2020-04-27T11:02:44	84.465	14.5402	0
2020-04-27T12:02:15	84.465	14.5524	0
2020-04-27T13:02:10	84.465	14.5524	0
2020-04-27T14:02:11	84.465	14.5524	0
2020-04-27T15:02:10	84.465	14.5639	0
2020-04-27T16:02:10	84.465	14.5639	0
2020-04-27T17:02:09	84.465	14.5639	0
2020-04-27T18:02:10	84.464	14.5740	0
2020-04-27T19:02:22	84.464	14.5740	0
2020-04-27T20:02:24	84.464	14.5740	0
2020-04-27T21:05:12	84.463	14.5858	1
2020-04-27T22:02:10	84.463	14.5858	1
2020-04-27T23:02:09	84.462	14.5991	1
2020-04-28T00:02:10	84.462	14.5991	1
2020-04-28T01:02:16	84.462	14.5991	1
2020-04-28T02:02:33	84.461	14.6129	0
2020-04-28T03:02:09	84.461	14.6129	0
2020-04-28T04:02:09	84.461	14.6129	0
2020-04-28T05:02:10	84.459	14.6496	0
2020-04-28T06:02:10	84.459	14.6496	0
2020-04-28T07:02:10	84.459	14.6496	0
2020-04-28T08:02:09	84.458	14.6706	0
2020-04-28T09:02:10	84.458	14.6706	0
2020-04-28T10:02:15	84.458	14.6706	0
2020-04-28T13:03:10	84.456	14.6928	0
2020-04-28T14:02:10	84.456	14.6928	0
2020-04-28T15:02:10	84.456	14.6928	0
2020-04-28T16:02:15	84.455	14.7135	0
2020-04-28T17:02:14	84.455	14.7135	0
2020-04-28T18:02:11	84.455	14.7135	0
2020-04-28T19:03:41	84.453	14.7321	0
2020-04-28T20:02:10	84.453	14.7321	0
2020-04-28T21:02:10	84.453	14.7321	1
2020-04-28T22:02:10	84.453	14.7321	1
2020-04-28T23:02:10	84.452	14.7493	1
2020-04-29T00:02:15	84.452	14.7493	1
2020-04-29T01:02:10	84.452	14.7493	1
2020-04-29T02:02:12	84.450	14.7634	0
2020-04-29T03:02:11	84.450	14.7634	0
2020-04-29T04:02:10	84.450	14.7634	0
2020-04-29T05:02:09	84.448	14.7741	0
2020-04-29T06:02:14	84.448	14.7741	0
2020-04-29T07:02:09	84.448	14.7741	0
2020-04-29T08:02:09	84.446	14.7815	0
2020-04-29T09:02:15	84.446	14.7815	0
2020-04-29T10:02:15	84.446	14.7815	0
2020-04-29T11:02:16	84.444	14.7865	0
2020-04-29T12:02:16	84.444	14.7865	0
2020-04-29T13:02:14	84.444	14.7865	0
2020-04-29T14:02:11	84.441	14.7899	0
2020-04-29T15:02:24	84.441	14.7899	0
2020-04-29T16:02:17	84.441	14.7899	0
2020-04-29T17:02:45	84.439	14.7927	0
2020-04-29T18:02:16	84.439	14.7927	0
2020-04-29T19:02:16	84.439	14.7927	0
2020-04-29T20:02:32	84.439	14.7927	0
2020-04-29T21:02:11	84.436	14.7953	0
2020-04-29T22:02:12	84.436	14.7953	1
2020-04-29T23:02:39	84.436	14.7953	1
2020-04-30T00:02:10	84.436	14.7953	1
2020-04-30T01:02:10	84.434	14.7991	0
2020-04-30T02:02:15	84.434	14.7991	0
2020-04-30T03:02:39	84.434	14.7991	0
2020-04-30T04:02:09	84.432	14.8027	0
2020-04-30T05:02:09	84.432	14.8027	0
2020-04-30T06:02:33	84.432	14.8027	0
2020-04-30T07:03:38	84.431	14.8056	0
2020-04-30T08:02:09	84.431	14.8056	0
2020-04-30T09:02:10	84.431	14.8056	0
2020-04-30T10:02:33	84.429	14.8093	0
2020-04-30T11:02:09	84.429	14.8093	0
2020-04-30T12:02:10	84.429	14.8093	0
2020-04-30T15:04:15	84.427	14.8108	0
2020-04-30T16:02:09	84.427	14.8108	0
2020-04-30T17:02:09	84.427	14.8108	0
2020-04-30T18:02:09	84.425	14.8094	0
2020-04-30T19:02:24	84.425	14.8094	0
2020-04-30T20:02:44	84.425	14.8094	0
2020-04-30T21:03:40	84.423	14.8041	0
2020-04-30T22:02:10	84.423	14.8041	1
2020-04-30T23:02:10	84.423	14.8041	1
2020-05-01T00:02:15	84.420	14.7953	1
2020-05-01T01:02:09	84.420	14.7953	0
2020-05-01T02:02:14	84.420	14.7953	0
2020-05-01T03:05:12	84.417	14.7842	0
2020-05-01T04:02:09	84.417	14.7842	0
2020-05-01T05:02:10	84.417	14.7842	0
2020-05-01T06:02:09	84.414	14.7721	0
2020-05-01T07:02:09	84.414	14.7721	0
2020-05-01T08:02:14	84.414	14.7721	0
2020-05-01T09:02:10	84.411	14.7580	0
2020-05-01T10:02:10	84.411	14.7580	0
2020-05-01T11:02:11	84.411	14.7580	0
2020-05-01T12:02:11	84.409	14.7460	0
2020-05-01T13:04:38	84.409	14.7460	0
2020-05-01T14:02:10	84.409	14.7460	0
2020-05-01T15:02:09	84.406	14.7358	0
2020-05-01T16:02:10	84.406	14.7358	0
2020-05-01T19:04:04	84.406	14.7358	0
2020-05-01T20:02:10	84.404	14.7287	0
2020-05-01T21:02:10	84.404	14.7287	0
2020-05-01T22:02:10	84.404	14.7287	0
2020-05-01T23:02:10	84.402	14.7243	1
2020-05-02T00:02:09	84.402	14.7243	0
2020-05-02T01:02:17	84.402	14.7243	0
2020-05-02T02:02:33	84.401	14.7202	0
2020-05-02T03:02:09	84.401	14.7202	0
2020-05-02T04:02:10	84.401	14.7202	0
2020-05-02T05:02:09	84.400	14.7157	0
2020-05-02T06:02:09	84.400	14.7157	0
2020-05-02T07:02:10	84.400	14.7157	0
2020-05-02T08:02:15	84.398	14.7095	0
2020-05-02T09:02:15	84.398	14.7095	0
2020-05-02T10:02:10	84.398	14.7095	0
2020-05-02T11:02:24	84.397	14.7011	0
2020-05-02T12:02:39	84.397	14.7011	0
2020-05-02T13:02:10	84.397	14.7011	0
2020-05-02T14:02:10	84.394	14.6883	0
2020-05-02T15:02:15	84.394	14.6883	0
2020-05-02T16:02:12	84.394	14.6883	0
2020-05-02T17:02:09	84.391	14.6738	0
2020-05-02T18:02:09	84.391	14.6738	0
2020-05-02T19:02:10	84.391	14.6738	0
2020-05-02T20:02:16	84.388	14.6567	0
2020-05-02T21:02:15	84.388	14.6567	0
2020-05-02T22:02:11	84.388	14.6567	0
2020-05-02T23:02:20	84.385	14.6409	0
2020-05-03T00:02:39	84.385	14.6409	0
2020-05-03T01:02:09	84.385	14.6409	0
2020-05-03T02:02:10	84.382	14.6267	0
2020-05-03T03:02:39	84.382	14.6267	0
2020-05-03T04:02:15	84.382	14.6267	0
2020-05-03T05:02:18	84.382	14.6267	0
2020-05-03T06:02:18	84.380	14.6163	0
2020-05-03T07:02:45	84.380	14.6163	0
2020-05-03T08:02:09	84.380	14.6163	0
2020-05-03T09:02:10	84.378	14.6095	0
2020-05-03T10:02:10	84.378	14.6095	0
